Title,Authors,Year,DOI,PubMed IDs,Full Authors
Stepwise group sparse regression (SGSR): gene-set-based pharmacogenomic predictive models with stepwise selection of functional priors.,"In Sock Jang, Rodrigo Dienstmann, Adam A. Margolin, Justin Guinney",2015,10.1142/9789814644730_0005,25592566,"{55989438800: 'Insock Jang', 23018228400: 'Rodrigo Dientsmann', 9334737300: 'Adam A. Margolin', 57209788542: 'Justin H. Guinney'}"
Integrative genome-wide analysis of the determinants of RNA splicing in kidney renal clear cell carcinoma.,"Kjong-Van Lehmann, Andre Kahles, Cyriac Kandoth,William Lee, Nikolaus Schultz, Oliver Stegle, Gunnar Raetsch",2015,10.1142/9789814644730_0006,25592567,"{55541281100: 'Kjong Van Lehmann', 37061028700: 'André Kahles', 57195301061: 'Cyriac Kandoth', 57209862885: 'William L. Lee', 24766753800: 'Nikolaus D. Schultz', 57202754050: 'Oliver Stegle', 6603370159: 'Gunnar Rätsch'}"
An integrated framework for reporting clinically relevant biomarkers from paired tumor/normal genomic and transcriptomic sequencing data in support of clinical trials in personalized medicine.,"Sara Nasser, Ahmet A. Kurdoglu, Tyler Izatt, Jessica Aldrich, Megan L. Russell, Alexis Christoforides, Wiabhav Tembe, Jeffery A. Kiefer, Jason J. Corneveaux, Sara A. Byron, Karen M. Forman, Clarice Zuccaro, Jonathan J. Keats, Patricia M. LoRusso, John D. Carpten, Jeffrey M. Trent, David W. Craig",2015,10.1142/9789814644730_0007,25592568,"{16643026100: 'Sara Nasser', 57189466895: 'Ahmet A. Kurdolgu', 54916291700: 'Tyler Izatt', 55274524800: 'Jessica Aldrich', 56072142300: 'Megan L. Russell', 36781784900: 'Alexis Christoforides', 15754797900: 'Waibhav D. Tembe', 57189456415: 'Jeffery A. Keifer', 57200745524: 'Jason J. Corneveaux', 24830040500: 'Sara A. Byron', 37025971500: 'Karen M. Forman', 56865987500: 'Clarice Y. Zuccaro', 7006664086: 'Jonathan J. Keats', 7005502523: 'Patricia Mucci LoRusso', 7003689401: 'John David Carpten', 7201692482: 'Jeffrey M. Trent', 57203082080: 'David Wesley Craig'}"
Characteristics of drug combination therapy in oncology by analyzing clinical trial data on ClinicalTrials.gov.,"Menghua Wu, Marina Sirota, Atul J Butte, Bin Chen",2015,10.1142/9789814644730_0008,25592569,"{57189459254: 'Menghua Wu', 23971815700: 'Marina Sirota', 7003333396: 'Atul Janardhan Butte', 7408611903: 'Bin M. Chen'}"
Identifying mutation specific cancer pathways using a structurally resolved protein interaction network.,"H. Billur Engin, Matan Hofree, Hannah Carter",2015,10.1142/9789814644730_0010,25592571,"{50961087600: 'Hatice Billur Engin', 36608006600: 'Matan Hofree', 55851942482: 'Hannah K. Carter'}"
Binning somatic mutations based on biological knowledge for predicting survival: an application in renal cell carcinoma.,"Dokyoon Kim, Ruowang Li, Scott M. Dudek, John R. Wallace, Marylyn D. Ritchie",2015,10.1142/9789814644730_0011,25592572,"{55759503300: 'Dokyoon Kim', 55967511600: 'Ruowang Li', 7006790540: 'Scott M. Dudek', 55153582000: 'John Robert Wallace', 7102927061: 'Marylyn D. Ritchie'}"
Topological features in cancer gene expression data.,"Svetlana Lockwood, Bala Krishnamoorthy",2015,10.1142/9789814644730_0012,25592573,"{37034385600: 'Svetlana Lockwood', 23011837300: 'Bala Krishnamoorthy'}"
Distant supervision for cancer pathway extraction from text.,"Hoifung Poon, Kristina Toutanova, Chris Quirk",2015,10.1142/9789814644730_0013,25592574,"{15056546800: 'Hoifung Poon', 6506107920: 'Kristina Toutanova', 6701430521: 'Chris B. Quirk'}"
Unsupervised feature construction and knowledge extraction from genome-wide assays of breast cancer with denoising autoencoders.,"Jie Tan, Matthew Ung, Chao Cheng, Casey S. Greene",2015,10.1142/9789814644730_0014,25592575,"{59052931300: 'Jie Tan', 55804830100: 'Matthew H. Ung', 35304722700: 'Chao Cheng', 12141512300: 'Casey S. Greene'}"
Automated gene expression pattern annotation in the mouse brain.,"Tao Yang, Xinlin Zhao, Binbin Lin, Tao Zeng, Shuiwang Ji, Jieping Ye",2015,10.1142/9789814644730_0015,25592576,"{43861977200: 'Tao Yang', 57189460662: 'Xinlin Zhao', 55466850100: 'Binbin Lin', 56222150100: 'Tao Zeng', 18935244900: 'Shuiwang Ji', 7403237682: 'Jieping Ye'}"
Measures of exposure impact genetic association studies: an example in vitamin K levels and VKORC1.,"Dana C. Crawford, Kristin Brown-Gentry, Mark J. Rieder",2015,10.1142/9789814644730_0017,25592578,"{7403085570: 'Dana C. Crawford', 35363709800: 'Kristin D. Brown-Gentry', 7006328846: 'Michael J. Rieder'}"
A bipartite network approach to inferring interactions between environmental exposures and human diseases.,"Christian Darabos, Emily D. Grussing, Maria E. Cricco, Kenzie A. Clark, Jason H. Moore",2015,10.1142/9789814644730_0018,25592579,"{15041595200: 'Christian Darabos', 59015122400: 'Emily D. Grussing', 57189469915: 'Maria E. Cricco', 59050839400: 'Kenzie A. Clark', 7405241093: 'Jason H. Moore'}"
A screening-testing approach for detecting gene-environment interactions using sequential penalized and unpenalized multiple logistic regression.,"Emily Rose Holzinger, Silke Szymczak, Abhijit Dasgupta, James Malley, Qing Li, Joan E. Bailey-Wilson",2015,10.1142/9789814644730_0019,25592580,"{55192934600: 'Hildreth Robert Frost', 7102640658: 'Angeline S. Andrew', 7003779589: 'Margaret Rita Karagas', 7405241093: 'Jason H. Moore'}"
Variable selection method for the identification of epistatic models.,"Emily Rose Holzinger, Silke Szymczak, Abhijit Dasgupta, James Malley, Qing Li, Joan E. Bailey-Wilson",2015,10.1142/9789814644730_0020,25592581,"{57200270098: 'Emily Rose Holzinger', 35300939900: 'Silke Szymczak', 56014959600: 'Abhijit Dasgupta', 7005176968: 'James D. Malley', 56283012200: 'Qing Li', 35375926200: 'Joan E. Bailey-Wilson'}"
Genome-wide genetic interaction analysis of glaucoma using expert knowledge derived from human phenotype networks.,"Ting Hu, Christian Darabos, Maria E. Cricco, Emily Kong, Jason H. Moore",2015,10.1142/9789814644730_0021,25592582,"{35240334300: 'Ting Hu', 15041595200: 'Christian Darabos', 57189469915: 'Maria E. Cricco', 57189460626: 'Emily Kong', 7405241093: 'Jason H. Moore'}"
Identification of gene-gene and gene-environment interactions within the fibrinogen gene cluster for fibrinogen levels in three ethnically diverse populations.,"Janina M. Jeff, Kristin Brown-Gentry, Dana C. Crawford",2015,10.1142/9789814644730_0022,25592583,"{43161106300: 'Janina M. Jeff', 35363709800: 'Kristin D. Brown-Gentry', 7403085570: 'Dana C. Crawford'}"
Development of exposome correlation globes to map out environment-wide associations.,"Chirag J. Patel, Arjun K. Manrai",2015,10.1142/9789814644730_0023,25592584,"{36098277500: 'Chirag Jagdish Patel', 23668037900: 'Arjun Kumar Manrai'}"
Mitochondrial variation and the risk of age-related macular degeneration across diverse populations.,"Nicole A. Restrepo, Sabrina L. Mitchell, Robert J. Goodloe, Deborah G. Murdock, Jonathan L. Haines, Dana C. Crawford",2015,10.1142/9789814644730_0024,25592585,"{50061821800: 'Nicole A. Restrepo', 25960188200: 'Sabrina L. Mitchell', 35483837800: 'Robert J. Goodloe', 7006623049: 'Deborah G. Murdock', 35371857000: 'Jonathan L. Haines', 7403085570: 'Dana C. Crawford'}"
iPINBPA: an integrative network-based functional module discovery tool for genome-wide association studies.,"Lili Wang, Parvin Mousavi, Sergio E. Baranzini",2015,10.1142/9789814644730_0025,25592586,"{57189352414: 'Lili Wang', 16176026900: 'Parvin Mousavi', 6601933310: 'Sergio Enrique Baranzini'}"
Reputation-based collaborative network biology.,"The sbv IMPROVER project team (in alphabetical order): Jean Binder, Stephanie Boue, Anselmo Di Fabio, R. Brett Fields, William Hayes, Julia Hoeng, Jennifer S. Park, Manuel C. Peitsch",2015,10.1142/9789814644730_0027,25592588,"{55891124800: 'Jean Binder', 12646740100: 'Stéphanie Boué', 55891303200: 'Anselmo Di Fabio', 56222587300: 'R. Brett Fields', 57212968211: 'William S. Hayes', 16202509100: 'Julia C. Hoeng', 53986498400: 'Jennifer S. Park', 7006100183: 'Manuel Claude Peitsch'}"
Microtask crowdsourcing for disease mention annotation in PubMed abstracts.,"Benjamin M. Good, Max Nanis, Chunlei Wu, Andrew I. Su",2015,10.1142/9789814644730_0028,25592589,"{15834553900: 'Benjamin M. Good', 55303831900: 'Max Nanis', 21735573700: 'Chunlei Wu', 7005096701: 'Andrew I. Su'}"
"Crowdsourcing image annotation for nucleus detection and segmentation in computational pathology: evaluating experts, automated methods, and the crowd.","Humayun Irshad, Laleh Montaser-Kouhsari, Gail Waltz, Octavian Bucur, Jonathan A. Nowak, Fei Dong, Nicholas W. Knoblauch, Andrew H. Beck",2015,10.1142/9789814644730_0029,25592590,"{35759027100: 'Humayun Irshad', 35311276000: 'Laleh Montaser-Kouhsari', 57189469557: 'G. Waltz', 24464363500: 'Octavian Bucur', 56799911800: 'Jonathan Andrew Nowak', 23087970100: 'Fei Dong', 55584617800: 'Nicholas W. Knoblauch', 35363449100: 'Andrew H. Beck'}"
Analyzing search behavior of healthcare professionals for drug safety surveillance.,"David J. Odgers, Rave Harpaz, Alison Callahan, Gregor Stiglic, Nigam H. Shah",2015,10.1142/9789814644730_0030,25592591,"{57189462825: 'David J. Odgers', 8964766400: 'Rave Harpaz', 16548985200: 'Alison Callahan', 6506110486: 'Gregor Stiglic', 7401823709: 'Nigam Haresh Shah'}"
Refining literature curated protein interactions using expert opinions.,"Oznur Tastan, Yanjun Qi, Jaime G. Carbonell, Judith Klein-Seetharaman",2015,10.1142/9789814644730_0031,25592592,"{16234815600: 'Öznur Taştan', 57189471240: 'Y. Yanjun', 35609950300: 'Jaime G. Carbonell', 6701805506: 'Judith Klein-Seetharaman'}"
Crowdsourcing RNA structural alignments with an online computer game.,"Jérôme Waldispühl, Arthur Kam, Paul P. Gardner",2015,10.1142/9789814644730_0032,25592593,"{9336088900: 'Jérǒme Ô. Waldispühl', 55913665500: 'Arthur Kam', 8834594200: 'Paul P. Gardner'}"
Kleat: cleavage site analysis of transcriptomes.,"Inanc Birol, Anthony Raymond, Readman Chiu, Ka Ming Nip, Shaun D. Jackman, Maayan Kreitzman, T. Roderick Docking, Catherine A. Ennis, A. Gordon Robertson, Aly Karsan",2015,10.1142/9789814644730_0034,25592595,"{35298470000: 'Inanç Birol', 36653273900: 'Anthony G.J. Raymond', 7103037994: 'Readman Y.B. Chiu', 55706067000: 'Ka Ming Nip', 26641192900: 'Shaun D. Jackman', 57224230927: 'Maayan Kreitzman', 12800402900: 'Thomas Roderick Docking', 55027052400: 'Catherine A. Ennis', 56597396300: 'Andrew Gordon Robertson', 7003570282: 'Aly Karsan'}"
Causal inference in biology networks with integrated belief propagation.,"Rui Chang, Jonathan R. Karr, Eric E. Schadt",2015,10.1142/9789814644730_0035,25592596,"{55550409500: 'Rui Chang', 24801991100: 'Jonathan R. Karr', 6701604029: 'Eric E. Schadt'}"
Machine learning from concept to clinic: reliable detection of BRAF V600E DNA mutations in thyroid nodules using high-dimensional RNA expression data.,"James Diggans, Su Yeon Kim, Zhanzhi Hu, Daniel Pankratz, Mei Wong, Jessica Reynolds, Ed Tom, Moraima Pagan, Robert Monroe, Juan Rosai, Virginia A. Livolsi, Richard B. Lanman, Richard T. Kloos, P. Sean Walsh, Giulia C. Kennedy",2015,10.1142/9789814644730_0036,25592597,"{58986424600: 'James C. Diggans', 56651408900: 'Su-yeon Kim', 57141192000: 'Zhanzhi Hu', 6603352125: 'Daniel G. Pankratz', 55515217200: 'Mei G. Wong', 55465999200: 'Jessica D. Reynolds', 6701435549: 'Edward Y. Tom', 24174862600: 'Moraima Pagan', 55514801600: 'Robert J. Monroe', 7102479881: 'Juan Rosai', 7102681563: 'Virginia A. LiVolsi', 57189458134: 'Fichard B. Lanman', 7004135027: 'Richard T. Kloos', 7401934115: 'P. Sean Walsh', 7201789175: 'Giulia Catignani Kennedy'}"
A systematic assessment of linking gene expression with genetic variants for prioritizing candidate targets.,"Hua Fan-Minogue, Bin Chen, Weronika Sikora-Wohlfeld, Marina Sirota, Atul J. Butte",2015,10.1142/9789814644730_0037,25592598,"{11339064900: 'Hua Fan-Minogue', 7408611903: 'Bin M. Chen', 55779483700: 'Weronika Sikora-Wohlfeld', 23971815700: 'Marina Sirota', 7003333396: 'Atul Janardhan Butte'}"
Drug-induced mRNA signatures are enriched for the minority of genes that are highly heritable.,"Tianxiang Gao, Petter Brodin, Mark M Davis, Vladimir Jojic",2015,10.1142/9789814644730_0038,25592599,"{56481072300: 'Tianxiang Gao', 23026610500: 'Petter Brodin', 7404850298: 'Mark M. Davis', 8976094300: 'Vladimir Jojic'}"
An integrative pipeline for multi-modal discovery of disease relationships.,"Benjamin S. Glicksberg, Li Li, Wei-Yi Cheng, Khader Shameer, Jo\0x0308rg Hakenberg, Rafael Castellanos, Meng Ma, Lisong Shi, Hardik Shah, Joel T. Dudley, Rong Chen",2015,10.1142/9789814644730_0039,25592600,"{55845627200: 'Benjamin S. Glicksberg', 57194755841: 'Li Li', 56818305400: 'Weiyi Cheng', 14219636600: 'Khader Shameer', 6505981464: 'Jörg Hakenberg', 57189462200: 'Rafael Castellanos', 23005645600: 'Meng Ma', 12751775700: 'Lisong Shi', 35197047900: 'Hardik R. Shah', 18633685600: 'Joel T. Dudley', 57188838762: 'Rong Chen'}"
Peax: interactive visual analysis and exploration of complex clinical phenotype and gene expression association.,"Michael A. Hinterberg, David P. Kao, Michael R. Bristow, Lawrence E. Hunter, J. David Port, Carsten Goerg",2015,10.1142/9789814644730_0040,25592601,"{57189467932: 'Michael A. Hinterberg', 25223347900: 'David P. Kao', 57449303200: 'Michael R. Bristow', 57689685500: 'Lawrence E. Hunter', 35444477500: 'Jonathan David Port', 56124473700: 'Carsten Görg'}"
T-ReCS: stable selection of dynamically formed groups of features with application to prediction of clinical outcomes.,"Grace T. Huang, Ioannis Tsamardinos, Vineet Raghu, Naftali Kaminski, Panayiotis V. Benos",2015,10.1142/9789814644730_0041,25592602,"{17934867200: 'Grace Tzu Wei Huang', 6602521872: 'Ioannis Tsamardinos', 56335925700: 'Vineet K. Raghu', 7005152640: 'Naftali Kaminski', 7003299594: 'Panayiotis V. Benos'}"
Meta-analysis of differential gene co-expression: application to lupus.,"Sumit B. Makashir, Leah C. Kottyan, Matthew T. Weirauch",2015,10.1142/9789814644730_0042,25592603,"{57189467412: 'Sumit B. Makashir', 35107524200: 'Leah C. Kottyan', 35363202800: 'Matthew T. Weirauch'}"
Melancholic depression prediction by identifying representative features in metabolic and microarray profiles with missing values.,"Zhi Nie, Tao Yang, Yashu Liu, Binbin Lin, Qingyang Li, Vaibhav A Narayan, Gayle Wittenberg, Jieping Ye",2015,10.1142/9789814644730_0043,25592604,"{56320553000: 'Zhi Nie', 43861977200: 'Tao Yang', 56095798000: 'Yashu Liu', 55466850100: 'Binbin Lin', 55814613600: 'Qingyang Li', 7004402773: 'Vaibhav A. Narayan', 56320427900: 'Gayle M. Wittenberg', 7403237682: 'Jieping Ye'}"
Bayclone: Bayesian nonparametric inference of tumor subclones using NGS data.,"Subhajit Sengupta, Jin Wang, Juhee Lee, Peter Mueller, Kamalakar Gulukota, Arunava Banerjee, Yuan Ji",2015,10.1142/9789814644730_0044,25592605,"{56783560400: 'Subhajit Sengupta', 57189471925: 'Jin Wang', 57252452800: 'Juhee Lee', 7403138726: 'Peter J. Müller', 6602421744: 'Kamalakar Gulukota', 58829249000: 'Arunava Banerjee', 36570526400: 'Yuan Ji'}"
AN INTEGRATED NETWORK APPROACH TO IDENTIFYING BIOLOGICAL PATHWAYS AND ENVIRONMENTAL EXPOSURE INTERACTIONS IN COMPLEX DISEASES.,"Christian Darabos, Jingya Qiu, Jason H. Moore",2016,10.1142/9789814749411_0002,26776169,"{15041595200: 'Christian Darabos', 57188828285: 'Jingya Qiu', 7405241093: 'Jason H. Moore'}"
COMPUTING THERAPY FOR PRECISION MEDICINE: COLLABORATIVE FILTERING INTEGRATES AND PREDICTS MULTI-ENTITY INTERACTIONS.,"Sam Regenbogen, Angela D. Wilkins, Olivier Lichtarge",2016,10.1142/9789814749411_0003,26776170,"{56355174900: 'Sam Regenbogen', 8771075100: 'Angela Dawn Wilkins', 7003903180: 'Olivier Lichtarge'}"
KNOWLEDGE-ASSISTED APPROACH TO IDENTIFY PATHWAYS WITH DIFFERENTIAL DEPENDENCIES.,"Gil Speyer, Jeff Kiefer, Harshil Dhruv, Michael Berens, Seungchan Kim",2016,10.1142/9789814749411_0004,26776171,"{6603330539: 'Gil Speyer', 8249041200: 'Jeffrey A. Kiefer', 10340541300: 'Harshil D. Dhruv', 7006218076: 'Michael E. Berens', 53865015400: 'Seungchan Kim'}"
INTEGRATING GENETIC AND STRUCTURAL DATA ON HUMAN PROTEIN KINOME IN NETWORK-BASED MODELING OF KINASE SENSITIVITIES AND RESISTANCE TO TARGETED AND PERSONALIZED ANTICANCER DRUGS.,Gennady M. Verkhivker,2016,10.1142/9789814749411_0005,26776172,{7003472684: 'Gennady M. Verkhivker'}
PHENOME-WIDE INTERACTION STUDY (PheWIS) IN AIDS CLINICAL TRIALS GROUP DATA (ACTG).,"Shefali S. Verma, Alex T. Frase, Anurag Verma, Sarah A. Pendergrass, Shaun Mahony, David W. Haas, Marylyn D. Ritchie",2016,10.1142/9789814749411_0006,26776173,"{56386609500: 'Shefali Setia Verma', 55152969900: 'Alex Thomas Frase', 56045118100: 'Anurag Verma', 55571430100: 'Sarah A. Pendergrass', 14056426400: 'Shaun Mahony', 7202674008: 'David William Haas', 7102927061: 'Marylyn D. Ritchie'}"
A FRAMEWORK FOR ATTRIBUTE-BASED COMMUNITY DETECTION WITH APPLICATIONS TO INTEGRATED FUNCTIONAL GENOMICS.,"Han Yu, Rachael Hageman Blair",2016,10.1142/9789814749411_0007,26776174,"{59090514400: 'Han Yu', 55221038100: 'Rachael Hageman-Blair'}"
COLLECTIVE PAIRWISE CLASSIFICATION FOR MULTI-WAY ANALYSIS OF DISEASE AND DRUG DATA.,"Marinka Zitnik, Blaz Zupan",2016,10.1142/9789814749411_0008,26776175,"{55176740400: 'Marinka Žitnik', 7003934784: 'Blaž Zupan'}"
TESTING POPULATION-SPECIFIC QUANTITATIVE TRAIT ASSOCIATIONS FOR CLINICAL OUTCOME RELEVANCE IN A BIOREPOSITORY LINKED TO ELECTRONIC HEALTH RECORDS: LPA AND MYOCARDIAL INFARCTION IN AFRICAN AMERICANS.,"Logan Dumitrescu, Kirsten E. Diggins, Robert Goodloe, Dana C. Crawford",2016,10.1142/9789814749411_0010,26776177,"{36767088000: 'Logan C. Dumitrescu', 56659349700: 'Kirsten Elizabeth Diggins', 35483837800: 'Robert J. Goodloe', 7403085570: 'Dana C. Crawford'}"
DIAGNOSIS-GUIDED METHOD FOR IDENTIFYING MULTI-MODALITY NEUROIMAGING BIOMARKERS ASSOCIATED WITH GENETIC RISK FACTORS IN ALZHEIMER'S DISEASE.,"Xiaoke Hao, Jingwen Yan, Xiaohui Yao, Shannon L. Risacher, Andrew J. Saykin, Daoqiang Zhang, Li Shen, for the ADNI",2016,10.1142/9789814749411_0011,26776178,"{55908826600: 'Xiaoke Hao', 55361763300: 'Jingwen Yan', 56729612000: 'Xiaohui Yao', 25229336900: 'Shannon Leigh Risacher', 7006442842: 'Andrew J. Saykin', 7405356869: 'Daoqiang Zhang', 35390032700: 'Li Shen'}"
METABOLOMICS DIFFERENTIAL CORRELATION NETWORK ANALYSIS OF OSTEOARTHRITIS.,"Ting Hu, Weidong Zhang, Zhaozhi Fan, Guang Sun, Sergei Likhodi, Edward Randell, Guangju Zhai",2016,10.1142/9789814749411_0012,26776179,"{35240334300: 'Ting Hu', 56424261200: 'Weidong Zhang', 7402099651: 'Zhaozhi Fan', 8689399700: 'Guang Sun', 57193263500: 'Sergei Likhodi', 6602838078: 'Edward W. Randell', 8983204600: 'Guangju Zhai'}"
